Device,Method,Blocks,Threads,Datasize,searched Ips,Building time MS,searching time MS
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,198.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,196.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,196.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,198.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,198.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,197.000
GeForce GT 740M,LPM-BRUTE FORCE,54448,832,300000,151,0.000,196.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,413.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,413.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,411.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,832,300000,301,0.000,412.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,348,864,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,191.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,191.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,191.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,191.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,191.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,191.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,52431,864,300000,151,0.000,190.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,401.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,403.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,864,300000,301,0.000,402.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,335,896,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,185.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,185.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,183.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,183.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,185.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,183.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,50559,896,300000,151,0.000,184.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,393.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,896,300000,301,0.000,392.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,324,928,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,181.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,181.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,181.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,179.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,181.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,179.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,48815,928,300000,151,0.000,180.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,390.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,390.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,390.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,391.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,390.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,390.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,389.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,928,300000,301,0.000,391.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,313,960,300000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,176.000
GeForce GT 740M,LPM-BRUTE FORCE,47188,960,300000,151,0.000,175.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,385.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,383.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,385.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,383.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,385.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,960,300000,301,0.000,384.000
